,coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,retweet_count,reweet_id,retweet_screen_name,source,text,tweet_url,user_screen_name,user_description,user_followers_count,user_friends_count,user_location,user_screen_name.1,user_statuses_count,user_verified
14764,,Thu Apr 23 00:22:58 +0000 2020,22Abr Coronavirus EEUU,,,0,1253117124429713410,,,,es,8,1.2531144672541778e+18,ReporteYa,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",rt @reporteya: #22abr #coronavirus #eeuu  registra 846.692 casos confirmados por coronavirus. hay 47.537 muertes y ms de 75.000 recuperado,https://twitter.com/Nanaka617/status/1253117124429713410,Nanaka617,"Fan del manganime, cómic, Jpop, libros, BMG, cine, teatro, series, concursos de FB-Twitter-IG... loca por los sparkies, TWH y Mucuchie!",365,778,Al otro extremo de la galaxia,Nanaka617,84732,False
17809,,Thu Apr 23 00:24:11 +0000 2020,,,,0,1253117430379020291,,,,en,3,1.2531087477503304e+18,GiftedTawk,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rt @giftedtawk: episode #2 of alexas cooking corner. tonights recipe, not so boring banana pancakes. how are your ss expressing themsel",https://twitter.com/ubeme/status/1253117430379020291,ubeme,Computer Science CLEMetroSchools https://t.co/0K7IpD7p2Y Determined to close the digital divide. MiamiOH '90 https://t.co/VfUBKI1o5P,962,1372,"Tremont, a CLE Neighborhood",ubeme,13911,False
19700,,Thu Apr 23 00:24:57 +0000 2020,provider,,,0,1253117623103086592,,,,en,2,1.2531171742831452e+18,IrmaRaste,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rt @irmaraste: @scottdrippe @amibhattmd @arwmd @_achp @iamritu @ceciconnolly @helenburstin @jameyedwards @aarp while #provider reluctance w,https://twitter.com/EvanKirstel/status/1253117623103086592,EvanKirstel,#B2B “Influencer” helping #Tech clients w #SocialMedia #Marketing & Events in #Telecom #5G #IoT #Cloud #RemoteWork  ... @evirahealth https://t.co/iGjuN7zGsl,293531,274374,#RemoteWork #Boston ,EvanKirstel,978592,False
20079,,Thu Apr 23 00:25:06 +0000 2020,,,,0,1253117661568995330,,,,en,1650,1.2530963992746844e+18,NBCNewsNow,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rt @nbcnewsnow: with many celebrities &amp; philanthropists sending money to americans struggling to get by during this pandemic, @alexanbcnews",https://twitter.com/ubeme/status/1253117661568995330,ubeme,Computer Science CLEMetroSchools https://t.co/0K7IpD7p2Y Determined to close the digital divide. MiamiOH '90 https://t.co/VfUBKI1o5P,962,1372,"Tremont, a CLE Neighborhood",ubeme,13911,False
20430,,Thu Apr 23 00:25:16 +0000 2020,,,,0,1253117702350274560,,,,pt,1,1.253117483348869e+18,sonselarry,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",rt @sonselarry: eu no acredito que tiveram que passar no jornal que o corona nao tem nada a ver com o comunismo no acredito que tiveram q,https://twitter.com/detailsnatomy/status/1253117702350274560,detailsnatomy,Bookstan • Livros • Séries • Anatômica Stan da Amélia • Slytherin • Filha de Hades e Caçadora de Ártemis • Sentido? esse perfil não precisa fzr sentido,1961,1951,Grey+Sloan Memorial Hospital,detailsnatomy,5215,False
23303,,Thu Apr 23 00:43:11 +0000 2020,,,,0,1253122212170575872,,,,en,1105,1.253066055116882e+18,soledadobrien,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rt @soledadobrien: [woman who traded on insider information turns to blame others, asap]",https://twitter.com/joyz65/status/1253122212170575872,joyz65,"Special Ed educator, mother, grandmother, wife, mother in law, union thug, California School Employee Association Chapter President, Fremont CA #Stayhome 🏠",503,2258,"Fremont, CA",joyz65,82763,False
26480,,Thu Apr 23 00:44:29 +0000 2020,,,,0,1253122538613301248,,,,en,690,1.253121167625511e+18,keithboykin,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",rt @keithboykin: trump is a mess. one day hes telling protesters to liberate their democratic states from strict stayathome regulations.,https://twitter.com/CommunistPooh/status/1253122538613301248,CommunistPooh,"For the Asian Proletariats ☭☭

Malaysian Bourgeois Celebs shall be destroyed 🧐🤯",47,104,Malaysia Democratic Monarchy,CommunistPooh,7091,False
30141,,Thu Apr 23 00:45:57 +0000 2020,,,,0,1253122907569520640,,,,en,3,1.2531138935572767e+18,KateLeah,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",rt @kateleah: @helenrsalisbury i am aware of several cases where residents of care homes have been sent to hospitals for reasons other than,https://twitter.com/LePlanRex/status/1253122907569520640,LePlanRex,"Lowering the tone a speciality. Smug git. Blocked by 'Prof' Sikora, Jacqui Smith, t'MenschGob and little Owen. #AdBrexitamTestes #FBPE #SaboteursЯUs",5467,6154,Überemoania,LePlanRex,333676,False
30494,,Thu Apr 23 00:46:06 +0000 2020,,,,0,1253122945054105607,,,,en,1,1.253114183719293e+18,KateLeah,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",rt @kateleah: @helenrsalisbury upsetting as they have been nursing the person without covid precautions in place.,https://twitter.com/LePlanRex/status/1253122945054105607,LePlanRex,"Lowering the tone a speciality. Smug git. Blocked by 'Prof' Sikora, Jacqui Smith, t'MenschGob and little Owen. #AdBrexitamTestes #FBPE #SaboteursЯUs",5467,6154,Überemoania,LePlanRex,333676,False
30844,,Thu Apr 23 00:46:15 +0000 2020,,,,0,1253122983096455168,,,,en,2924,1.2530634150625444e+18,DragonflyJonez,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rt @dragonflyjonez: one month old with a crisp edge up. this is a 26 year old crisis actor. you won't fool me thailand....if that's your re,https://twitter.com/TheAbyssOfWhoa/status/1253122983096455168,TheAbyssOfWhoa,There's a lotta things about me you don't know anything about. Things you wouldn't understand. Things you couldn't understand. Things you shouldn't understand.,788,2703,I'm in a glass case of emotion,TheAbyssOfWhoa,105815,False
34375,,Thu Apr 23 00:47:40 +0000 2020,,,,0,1253123340161765383,,,,en,12,1.2530632863477064e+18,LLavandedusud,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rt @llavandedusud: @brianklaas in crisis, leaders rise up &amp; do everything possible to calm down the citizens &amp; reassure them, but trump sho",https://twitter.com/MsActiviss/status/1253123340161765383,MsActiviss,"Equality  Truth & Beauty

Humans Nature Science 


                                 
#ArtBreak🖌 #ArtSpeaks🗣",16498,13698,Blue Justice🌊Democracy ,MsActiviss,261426,False
6884,,Thu Apr 23 00:02:47 +0000 2020,,,,0,1253112044821372933,,,,en,38361,1.2530460610919506e+18,BarackObama,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rt @barackobama: while we continue to wait for a coherent national plan to navigate this pandemic, states like massachusetts are beginning",https://twitter.com/TheObamaphile/status/1253112044821372933,TheObamaphile,Obamaphile here.,3955,1073,fingering the lakes,TheObamaphile,303512,False
23969,,Thu Apr 23 00:43:27 +0000 2020,,,,0,1253122279254355968,,,,en,212,1.2531152404028703e+18,QTheWakeUp,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",rt @qthewakeup: attack. 1917. covid was a bioweapon introduced as a final push by a criminal canal hell bent on hanging onto their contro,https://twitter.com/Sir_PsychQ_Sexy/status/1253122279254355968,Sir_PsychQ_Sexy,"🇺🇸 🔥Retired CFD Truckie🔥 🚒
Starting over on twatter after 10yrs.🤬  #KAG  #WWG1WGA #2A 👉No DM's👈 #WWCPD?🤔 #Trump2020
""Pro toxic masculinity""",2126,2403,....buffering,Sir_PsychQ_Sexy,29274,False
28449,,Thu Apr 23 00:45:16 +0000 2020,,,,0,1253122732692127746,,,,en,129,1.2527227255435715e+18,reardon_shaun,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rt @reardon_shaun: this is horrific.in just six weeks, more americans have died from coronavirus than were killed in the vietnam war.#sta",https://twitter.com/RachelQuayle08/status/1253122732692127746,RachelQuayle08,Registered Nurse. Wonnarua nyukang. Living on Jawoyn Country. Marrang uma-laya. Take care. Do good for yourself 🖤💛❤️ I'm learning every day,2822,4166,"Katherine, Northern Territory",RachelQuayle08,67123,False
4139,,Thu Apr 23 00:01:40 +0000 2020,,,,0,1253111760627916801,,,,en,274,1.2531086138301522e+18,atrupar,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rt @atrupar: trump: ""they like to [compare this to] 'the flu.' nobody has ever seen anything like this. 1917 was the last time. we were att",https://twitter.com/buccos4vr/status/1253111760627916801,buccos4vr,"“BUT HE IS A CRAZY UNCLE...ASK MARY ” https://t.co/b7XwcS1nQA for Joe Biden because #EVILREDRussia is Attacking AMERICA, and ‘Putin Pays Trump’",578,4997,Necessary Trouble- #RBG ,buccos4vr,77839,False
25487,,Thu Apr 23 00:44:04 +0000 2020,,,,0,1253122433789431810,,,,es,1749,1.252923809524523e+18,carlos_hem,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","rt @carlos_hem: eeuu anuncia que su primera muerte fue el 6 de febrero, 20 das antes de lo que se crea hasta ahora. esa persona no haba",https://twitter.com/HZokre/status/1253122433789431810,HZokre,Mi ricordo seduto nel balconcino di pietra. Il vento caldo e pesante bussava una tempesta di pioggia che mi bagnava le guance. Non avevo ancora tredici anni.,2550,3941,Sotto l'incessante pioggia,HZokre,112914,False
28882,,Thu Apr 23 00:45:25 +0000 2020,,,,0,1253122773959888897,,,,en,87,1.2528284176800154e+18,andreasharsono,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rt @andreasharsono: in serang, java island, a mother with four children died of psychological pressure and hunger after not eating for two",https://twitter.com/yuesefa/status/1253122773959888897,yuesefa,"Akun untuk keadilan yang beradab. NO (togog, cebong, & porno). Jika terlacak ada porno dan cebong maka auto block. NO DM.",2723,3547,Not necessary,yuesefa,19535,False
24925,,Thu Apr 23 00:43:50 +0000 2020,COVID19 Télétravail Management,,https://bit.ly/3bBd1Kc,0,1253122375572312066,,,,fr,1,1.2530574119733494e+18,MedefGuyane,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",rt @medefguyane:  [info  #covid19 : #tltravail et  #management  distance]grez vos quipes  distance : https://t.co/pqun8renk1https:,https://twitter.com/TharaGOVINDIN/status/1253122375572312066,TharaGOVINDIN,Entrepreneur - Présidente du @MedefGuyane,382,919,Rémire-Montjoly,TharaGOVINDIN,1066,False
4194,,Thu Apr 23 00:01:41 +0000 2020,,,,0,1253111768240599042,,,,en,10,1.2531049638379766e+18,SocialistVoice,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rt @socialistvoice: coronavirus pandemic sideeffects offer glimpse of alternative future on earth day 2020coronavirus has led to reduced,https://twitter.com/KerryLeeCrabbe/status/1253111768240599042,KerryLeeCrabbe,freelance human,1128,1254,knocking about ,KerryLeeCrabbe,121418,False
5252,,Thu Apr 23 00:02:05 +0000 2020,,,,0,1253111868727504897,,,,und,105076,1.2530749338544128e+18,kittheedisaster,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rt @keith_dude: https://t.co/qmxgjfyzjs,https://twitter.com/laymclovin/status/1253111868727504897,laymclovin,"Bigger Dick Energy📍// #ENDSARS // BLM // 206☔️// my legs 5' my torso 10""// she/her//",2257,990,Sumwhere drinking yt ppl tears,laymclovin,55268,False
6319,,Thu Apr 23 00:02:34 +0000 2020,,,,0,1253111990140182528,,,,en,52,1.2524666824104714e+18,InactionNever,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rt @inactionnever: ""i'm tired of walking into rooms and your patient's dead.""this nurse broke down in tears while describing her shift in",https://twitter.com/siristone/status/1253111990140182528,siristone,Animals-Art-Astronomy-Books-Earth-Feminist-Film-Freedom-History-Music-Peace-Philosophy-Science-Travel.Hufflepuff.Happy people don’t hate. #BLM #Resist 864511320,2604,2119,‘Walking on a wave’s chicane’,siristone,148503,False
6522,,Thu Apr 23 00:02:39 +0000 2020,,,,0,1253112010964787200,,,,en,13443,1.2518101939330253e+18,NHSMillion,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",rt @nhsmillion: unfortunately we've lost a few followers due to sharing this article about the government's failings regarding coronavirus,https://twitter.com/justthinking03/status/1253112010964787200,justthinking03,politically homeless and unrepresented,2861,4565,www.facebook.com/justthinking03,justthinking03,59788,False
7088,,Thu Apr 23 00:02:52 +0000 2020,,,,0,1253112065394388994,,,,en,376,1.2531112669247939e+18,BET,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rt @bet: join us in a celebration of hope  a bet covid19 relief effort, hosted by anthony anderson, regina hall, terrance j and kelly row",https://twitter.com/JerrellZod/status/1253112065394388994,JerrellZod,"Gym|Comics|Entertainment|Politics|PGH Sports. A father who's black & proud, respects wildlife & God-fearing. I ONLY TWEET WHAT I TOUCHED ON ABOVE!⬆ 
@Marvel Fan",1280,478,At Gold's Gym making gains.,JerrellZod,124668,False
8242,,Thu Apr 23 00:03:21 +0000 2020,,,,0,1253112187197030400,,,,en,35,1.2530811191778058e+18,ReallyNotGabe,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rt @reallynotgabe: what state in america is predominantly black?,https://twitter.com/cleopatrashoney/status/1253112187197030400,cleopatrashoney,𝖙𝖍𝖊 𝖘𝖜𝖊𝖊𝖙𝖊𝖘𝖙 𝖙𝖆𝖘𝖙𝖊 𝖔𝖋 𝖘𝖎𝖓 🦂 • @thehoneypost ♡,2005,592,working at the pyramid tonight,cleopatrashoney,512645,False
11815,,Thu Apr 23 00:21:45 +0000 2020,,,,0,1253116818400706560,,,,en,16426,1.2529821377683456e+18,DLoesch,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",rt @dloesch: theyre releasing rapists and pedophiles because of coronavirus while arresting moms who take their kids to the playground.,https://twitter.com/congo29/status/1253116818400706560,congo29,I can turn into a bat! WEEEE!,1158,2103,Mockingbird Lane,congo29,20658,False
11911,,Thu Apr 23 00:21:48 +0000 2020,,,,0,1253116829989470208,,,,en,20,1.2531167107999785e+18,RepEscobar,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","rt @repescobar: as our nation faces a crisis, the trump administration is dismantling key environmental protections that are designed to sa",https://twitter.com/chicawis/status/1253116829989470208,chicawis,"Already VOTED for Joe & Kamala, straight Democratic ballot ! ¡viva la libertad! Liberal Dem, Abuela, MA MSU, BA Rutgers,  #DACA #BidenHarris2020 #VOTE",1041,1523,"Lansing, Michigan (Currenly NJ, taking care of mom)",chicawis,138217,False
12541,,Thu Apr 23 00:22:03 +0000 2020,,,,0,1253116889934336000,,,,en,53,1.253108477880406e+18,morethanmySLE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rt @morethanmysle: trump:there was a great spirit today. i feel much better today then a few days ago. i feel like world leaders have a lot,https://twitter.com/Dissent911/status/1253116889934336000,Dissent911,#EternalVigilence 🗳 🗳 🗳 🍑 🍑 🍑 #WearYourMask,351,1022,Lost but making good time.,Dissent911,23979,False
12574,,Thu Apr 23 00:22:03 +0000 2020,,,,0,1253116893336133632,,,,en,19406,1.2530417235105874e+18,joshtpm,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rt @joshtpm: las vegas mayor offers city as ""control group"", ""we offer to be a control group"" to see how many people die without social dis",https://twitter.com/kookygadzooks/status/1253116893336133632,kookygadzooks,Want to be pretty n’ love my kitty | she/her | 23 | multifandom | Ravenclaw | Anime | #Haikyuu 🏐 | #LoZ | #Splatoon2 | #AnimalCrossing | #Pokémon,628,1792,Looking for brain cells & 🧀,kookygadzooks,72923,False
12995,,Thu Apr 23 00:22:16 +0000 2020,,,,0,1253116947513905153,,,,en,74,1.253036782993789e+18,BarstoolWestern,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",rt @barstoolwestern: well say this once and only once...go cards,https://twitter.com/EmilieKroboth/status/1253116947513905153,EmilieKroboth,"WKU •Music•Elementary Ed•
proud member of the BRMB•RA•",93,168,taking a nap,EmilieKroboth,955,False
13507,,Thu Apr 23 00:22:27 +0000 2020,,,http://a.msn.com/01/en-us/BB133lbC?ocid=st2,0,1253116993399652353,,,,en,70,1.2531167690631086e+18,thomaskaine5,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",rt @thomaskaine5: report: trump nearly fired cdc official who predicted virus spread https://t.co/p9imy57est,https://twitter.com/chicawis/status/1253116993399652353,chicawis,"Already VOTED for Joe & Kamala, straight Democratic ballot ! ¡viva la libertad! Liberal Dem, Abuela, MA MSU, BA Rutgers,  #DACA #BidenHarris2020 #VOTE",1041,1523,"Lansing, Michigan (Currenly NJ, taking care of mom)",chicawis,138217,False
15837,,Thu Apr 23 00:23:23 +0000 2020,,,,0,1253117228976762880,,,,en,1,1.253115508653613e+18,saintlaurentog,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rt @saintlaurentog: on his birthday  town bidness,https://twitter.com/Kenmeezy/status/1253117228976762880,Kenmeezy,"I grind different, so I shine different✨Trust Your Struggle✨| SFSU🐊 Instagram: Kenmeezy #K3",1080,600,Somewhere making hits✨,Kenmeezy,40653,False
17607,,Thu Apr 23 00:24:07 +0000 2020,,,,0,1253117413371060230,,,,en,1,1.2530222388670628e+18,lilydawn526,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rt @lilydawn526: @estochen thank you so much....i havent stopped crying. the cdc says to protect pregnant healthcare providers as at risk,https://twitter.com/VampWriterGRRL/status/1253117413371060230,VampWriterGRRL,"Author-Empire State Vamps. I like people who use book words in conversation. It warms the cockles of my heart, and they've been cold for quite some time.",3879,3789,NC-Seeking editor for series.,VampWriterGRRL,267147,False
19126,,Thu Apr 23 00:24:42 +0000 2020,,,,0,1253117560729583616,,,,en,10,1.253029498603307e+18,samkarlin,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rt @samkarlin: .@louisianagov says he will announce early next week what happens on may 1, when his stay at home order is currently set t",https://twitter.com/cleopatrashoney/status/1253117560729583616,cleopatrashoney,𝖙𝖍𝖊 𝖘𝖜𝖊𝖊𝖙𝖊𝖘𝖙 𝖙𝖆𝖘𝖙𝖊 𝖔𝖋 𝖘𝖎𝖓 🦂 • @thehoneypost ♡,2005,592,working at the pyramid tonight,cleopatrashoney,512645,False
19447,,Thu Apr 23 00:24:51 +0000 2020,,,,0,1253117597509398528,,,,en,7,1.2531174987628544e+18,MyWchu,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",rt @mywchu: this sounds like a comedy act...the trump administration tapping a former labradoodle breeder to lead the coronavirus task forc,https://twitter.com/chicawis/status/1253117597509398528,chicawis,"Already VOTED for Joe & Kamala, straight Democratic ballot ! ¡viva la libertad! Liberal Dem, Abuela, MA MSU, BA Rutgers,  #DACA #BidenHarris2020 #VOTE",1041,1523,"Lansing, Michigan (Currenly NJ, taking care of mom)",chicawis,138217,False
20412,,Thu Apr 23 00:25:15 +0000 2020,,,,0,1253117698680160260,,,,en,32,1.2530717104185385e+18,Carlitosss_f,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rt @carlitosss_f: @carlosxmendoza god saw yall locking these children up so he got corona to lock yall up ,https://twitter.com/whxtevxrmxtthxw/status/1253117698680160260,whxtevxrmxtthxw,"queer, nonbinary person (he/they) with worlds in their head waiting to be written down in many books",237,541,kingdom hearts ♡,whxtevxrmxtthxw,12977,False
21184,,Thu Apr 23 00:25:32 +0000 2020,COVID19,,,0,1253117770717429762,,,,en,13,1.2531176467379446e+18,RepMaloney,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","rt @repmaloney: to address ongoing concerns due to the #covid19, the u.s. postal service has created sites &amp; email addresses to assist cust",https://twitter.com/chicawis/status/1253117770717429762,chicawis,"Already VOTED for Joe & Kamala, straight Democratic ballot ! ¡viva la libertad! Liberal Dem, Abuela, MA MSU, BA Rutgers,  #DACA #BidenHarris2020 #VOTE",1041,1523,"Lansing, Michigan (Currenly NJ, taking care of mom)",chicawis,138217,False
22505,,Thu Apr 23 00:42:52 +0000 2020,,,,0,1253122128750223362,,,,en,11,1.2531214388963164e+18,nytimesworld,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",rt @nytimesworld: haitis prime minister announced victory in his countrys war against the coronavirus. but experts say the battle is just,https://twitter.com/rzhongnotes/status/1253122128750223362,rzhongnotes,"🇨🇳-🇺🇸 relations, tech, nationalism @TheWilsonCenter; tweets here mine. Words in @larbchina @foreignpolicy @techreview @monkeycageblog ;🖼 by @itsjanemahoney",12257,1359,Making coffee at home  ☕,rzhongnotes,40274,False
24400,,Thu Apr 23 00:43:37 +0000 2020,Ramadan PKP RamadanDiRumah PerintahKawalanPergerakan,,https://bernama.com/bm/am/news.php?id=1834893,0,1253122321096687616,,,,in,9,1.2531205413234934e+18,bernamadotcom,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","rt @bernamadotcom: #ramadan dalam #pkp, normal baharu yang beri hikmahhttps://t.co/t4dzlvpyqc#ramadandirumah #perintahkawalanpergerakan",https://twitter.com/kucairuddin/status/1253122321096687616,kucairuddin,‏‏تروسكن هيدوڤ مسكي ڤريت,230,513,"Buckingham, England",kucairuddin,22435,False
24519,,Thu Apr 23 00:43:41 +0000 2020,,,,0,1253122337039319040,,,,en,537,1.2530611519040266e+18,tariqnasheed,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",rt @tariqnasheed: notice you never see charts about the white statistics of covid19...,https://twitter.com/soulonice13/status/1253122337039319040,soulonice13,"People who treat other people as less than human must not be surprised when the bread they have cast on the waters comes floating back to them, poisoned. - JB",194,2283,Tracking the North Star,soulonice13,10436,False
