,coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,retweet_count,reweet_id,retweet_screen_name,source,text,tweet_url,user_screen_name,user_description,user_followers_count,user_friends_count,user_location,user_screen_name.1,user_statuses_count,user_verified
15405,,Thu Apr 23 00:23:13 +0000 2020,,,,0,1253117187218382849,cvpayne,,19400611.0,en,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@cvpayne maybe you can get hot under the collar w the sacklers who own @purduepharma for causing this opioid epidemic..  the usa lost  over 500,000 thousand ppl to their lies and deceptive practices.. jail time all money confiscated sackler lie ppl die",https://twitter.com/Salvie366/status/1253117187218382849,Salvie366,Italian girl from South Philly,754,720,Philly/mainline,Salvie366,25723,False
15954,,Thu Apr 23 00:23:27 +0000 2020,,,https://learncoronavirus.life/covid-19-coronavirus-virology-epidemiology-pathophysiology-april-update/?feed_id=3401&_unique_id=5ea0e022d490f,0,1253117245007552513,,,,ro,0,,,"<a href=""https://www.fs-poster.com"" rel=""nofollow"">FS Poster</a>","covid19 | coronavirus: virology, epidemiology, pathophysiology | april updatehttps://t.co/flkzxouplh",https://twitter.com/learncoronavi/status/1253117245007552513,learncoronavi,Get Coronavirus global news updates and learn the natural virus prevention strategies.,10,0,online - worldwide,learncoronavi,6049,False
27756,,Thu Apr 23 00:45:00 +0000 2020,,,https://www.huffingtonpost.ca/entry/airbnb-canada-housing_ca_5e9a1538c5b635d25d6c6aa8,0,1253122668842201089,,,,en,0,,,"<a href=""http://hearsaysystems.com"" rel=""nofollow"">Hearsay Social</a>","amid all the bad news surrounding the covid19 pandemic, there might be something of a silver lining for renters and homebuyers in canadas priciest cities: when the lockdown ends, they may find themselves in a more affordable housing market. https://t.co/810gxzanqv",https://twitter.com/mhusbandcibcma/status/1253122668842201089,mhusbandcibcma,As your CIBC Mobile Mortgage Advisor I can provide you with personalized mortgage advice at a time and place that's convenient for you. Call me 604-831-2507,93,508,"Lower Mainland, BC",mhusbandcibcma,3723,False
27994,,Thu Apr 23 00:45:05 +0000 2020,,https://twitter.com/BelannaerTV/status/1253122688874315776/photo/1,,13,1253122688874315776,,,,en,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","2020 has finally given me a look that i can sport. long blond hair, pale white skin and bloody red black eyes, already got all of these. just need to make my covidmask. this will be me by the end of the year. https://t.co/tokji6x8iv",https://twitter.com/BelannaerTV/status/1253122688874315776,BelannaerTV,"Semi-domesticated troll from the North, plays and reviews games (Twitch & YouTube) • Partnered @twitch, @humble & @discordapp •  Contact: belannaertv@gmail.com",914,855,Finland,BelannaerTV,16966,False
107,,Thu Apr 23 00:00:03 +0000 2020,Σκοιλ_Ελικικου απαγορευσηκυκλοφοριας καραντινα Βρουτσης κορωνοιος lockdowngr COVID19 covid19Gr,,,0,1253111356661907457,Orestios,1.2531026760548803e+18,75768967.0,el,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@orestios                #_  ;# # # # #lockdowngr #covid19 #covid19gr,https://twitter.com/ParisDalianis/status/1253111356661907457,ParisDalianis,"Ομελέτα, χωρίς να σπάσεις αυγά, δε γίνεται!
You can't make an omelette without breaking eggs!",362,230,"Athens, Greece (yet)",ParisDalianis,13629,False
418,,Thu Apr 23 00:00:10 +0000 2020,znews Καρβελα Φλοριντα οικογενεια Πανουργιας παιδια κορονοιος μένουμεσπίτι menoume_spiti covid_19GR covid19,,https://znews.gr/showbiz/greece/sofia-karvela-diakopes-me-ta-pedia-ke-ton-syzygo-tis-stin-exotiki-florinta/,0,1253111385472499712,,,,el,0,,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",      ! #znews # # # # # # # #menoume_spiti #covid_19gr #covid19 https://t.co/8wkfcp7y3q,https://twitter.com/znewsgr/status/1253111385472499712,znewsgr,"Ειδήσεις, αποκλειστικά, επικαιρότητα, αυτοκίνητο, υγεία & ευεξία, μόδα, ομορφιά, σχέσεις και ζώδια!
#ZNEWSGR",368,370,"Athens, Greece",znewsgr,26221,False
1158,,Thu Apr 23 00:00:28 +0000 2020,BebeMilagro Covid19,https://twitter.com/LaJornadaBC/status/1253111461460705281/photo/1,https://editportal.jornadabc.mx/tijuana/22-04-2020/bebe-milagro-es-dado-de-alta-tras-muerte-de-su-madre-por-coronavirus,0,1253111461460705281,,,,es,0,,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","#bebemilagro #covid19el ""beb milagro"" del hospital general de zona nmero 1, en saltillo,  el primer menor nacido en mxico de una madre contagiada de covid19, fue dado de alta y entregado a su padre, quien lo sostuvo en sus brazos con emocinhttps://t.co/9t8dc61b7w https://t.co/wdcyfk73jb",https://twitter.com/LaJornadaBC/status/1253111461460705281,LaJornadaBC,"La Jornada Baja California, con el respaldo de 30 años de experiencia y prestigio del diario nacional La Jornada",6785,775,Tijuana Mexicali Ensenada,LaJornadaBC,65462,False
1245,,Thu Apr 23 00:00:31 +0000 2020,,,,1,1253111474815242240,Acosta,1.253108412956762e+18,22771961.0,en,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@acosta other countries have definitely praised president trump snd his handling of the coronavirus pandemic here in the us. you should do a follow up jim and list them. that way all the people who want to move out of the country when hes reelected will know where not to move!,https://twitter.com/edengirl58/status/1253111474815242240,edengirl58,"My loves...music, crypto, nursing-cardiac RN, my farm and animals, and the most beautiful and important pieces of my heart, my 3 girls. I’m Cherokee proud!",11099,6875,"Branson, MO",edengirl58,48104,False
1340,,Thu Apr 23 00:00:31 +0000 2020,,,,0,1253111475016794113,ntumba_eric,1.2531114019811738e+18,2464541086.0,en,1,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","along with a decline in financial flows, the pandemic has created substantial urgent external financing needs."" imf",https://twitter.com/ntumba_eric/status/1253111475016794113,ntumba_eric,"MPA (ENA, Fr), BSc IT Hon(NWU, SA). Banker, Writer (Makomi Awards 2020). YALI 2014, AF Young Leader, AD Emerging Leader 2017, Choiseul 2018, Choiseul 2019",2325,744,Kinshasa,ntumba_eric,6309,False
1456,,Thu Apr 23 00:00:34 +0000 2020,COVID19,https://twitter.com/nocoa2015/status/1253111486228160513/photo/1,https://untdwy.org/2VvO4Zu,1,1253111486228160513,,,,en,0,,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",were helping those left most vulnerable by #covid19 with support from @unitedwaysela &amp; @bet. donate today to help communities that have been severely impacted by the pandemic: https://t.co/d4tjw1eb2j https://t.co/yolygdkxgm,https://twitter.com/nocoa2015/status/1253111486228160513,nocoa2015,New Orleans Council on Aging,52,34,New Orleans,nocoa2015,257,False
1465,,Thu Apr 23 00:00:34 +0000 2020,,,,0,1253111486945398785,bowers_wj,1.2531084723438633e+18,1.138423065145217e+18,en,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@bowers_wj @luvthmgators @realcandaceo stay at home.  you dont make any sense anyways.  you are making your side look worse if that is possible. the world doesnt miss you when you are home. real americans are awake and aware.  your type will adapt or stay in basements crying.,https://twitter.com/RickPatriot76/status/1253111486945398785,RickPatriot76,God✝ - Family💖 - Country 🇺🇸 . #MAGA 🇺🇸🇺🇸 2A is not a duck hunting bill.  Together we will defeat MSM&D plan to destroy us.,2492,2854,"Wisconsin, USA",RickPatriot76,14830,False
1534,,Thu Apr 23 00:00:37 +0000 2020,,,https://twitter.com/brookelea__/status/1252642982924296192,4,1253111499486302209,,,,en,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","my emotions are all over the place, i watched all 3 high school musical films today, and can honestly say i cried at least 4 times per film :/// someone help me pls https://t.co/i1twofvdxk",https://twitter.com/Daahri_Joohnson/status/1253111499486302209,Daahri_Joohnson,"100grams of margarine, if i do say so myself (x3)",303,560,"Swansea, Wales",Daahri_Joohnson,2853,False
1694,,Thu Apr 23 00:00:40 +0000 2020,FlattenTheCurve StayHome SocialDistancing,,https://twitter.com/odpem/status/1253105611945975809,0,1253111511607914497,,,,und,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",covid19 covid19 sarscov2 sarscov2 #flattenthecurve #stayhome #socialdistancing https://t.co/alzablfbka,https://twitter.com/Monicadisaster1/status/1253111511607914497,Monicadisaster1,"#RUMORCONTROL #smem #psa #pio
#disasterpreparedness #COVID19
#disasterrecovery #disastermanagement 
#publicheath #publicsafety #diverescue #swiftwaterrescue ...",1035,4988,"Pennsylvania, USA",Monicadisaster1,30452,False
1925,,Thu Apr 23 00:00:46 +0000 2020,,,https://twitter.com/talkSPORT/status/1252960979459203072,0,1253111537096699913,DaveDeeney11,,492151917.0,en,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@davedeeney11 record yourself doing this https://t.co/hfxzk0lldr,https://twitter.com/Mutsa8/status/1253111537096699913,Mutsa8,String puller for Zumo Naranja. East Anglia Baby of the Year 1986,760,1197,"Dunstable/London, England",Mutsa8,74994,False
1954,,Thu Apr 23 00:00:47 +0000 2020,,,https://twitter.com/kylegriffin1/status/1253081226463698944,0,1253111541433536512,,,,fr,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",exprience  a dogbreeding background... https://t.co/cfrxckyye6,https://twitter.com/drfourny/status/1253111541433536512,drfourny,"Educator at public university: world lit, peace & conflict studies, french studies. Concerned about educating people for world citizenship.",1017,1970,"Kansas, USA",drfourny,88560,False
2256,,Thu Apr 23 00:00:55 +0000 2020,,,https://twitter.com/GeoffRBennett/status/1253097423536377864,0,1253111574325342208,,,,en,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",maga believe the smart one! https://t.co/qwk15bkymm,https://twitter.com/DavidFameree/status/1253111574325342208,DavidFameree,Democrat for life! Don’t follow me Maga! #RESISTANCE Retired!                #BlackLivesMatter! #VoteBiden2020!,1170,1173,"Wisconsin, USA",DavidFameree,3736,False
2408,,Thu Apr 23 00:00:58 +0000 2020,,,,0,1253111587310915584,,,,en,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","see thats whats causing coronavirus, motherfuckers eating ass ",https://twitter.com/Brentc17/status/1253111587310915584,Brentc17,who do you know here #NoleNation,673,202,"Pensacola, FL",Brentc17,33525,False
2643,,Thu Apr 23 00:01:05 +0000 2020,saferathome strongertogether readingisfun,https://twitter.com/GreenBayYMCA/status/1253111615886688256/photo/1,,0,1253111615886688256,,,,en,0,,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",it's time for another virtual book share! please share your favorite reads for kindergarten through 2nd graders. what incredible books keep your kiddos turning those pages?  #saferathome #strongertogether #readingisfun https://t.co/dfxfebaqxv,https://twitter.com/GreenBayYMCA/status/1253111615886688256,GreenBayYMCA,"The YMCA is a non-profit, benevolent organization that lives out our mission by promoting Youth Development, Healthy Living and Social Responsibility. Join us!",2025,736,Green Bay Wisconsin,GreenBayYMCA,3335,False
2990,,Thu Apr 23 00:01:12 +0000 2020,,,,1,1253111646354124801,,,,en,1,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",animals have always had strains of corona. farmers treat livestock for it all the time. its nothing new. stop freaking people out,https://twitter.com/hairdresserwith/status/1253111646354124801,hairdresserwith,conservative Christian proud Oma grateful,28,108,"Wisconsin, USA",hairdresserwith,782,False
3006,,Thu Apr 23 00:01:12 +0000 2020,,,https://twitter.com/jbview/status/1253106393332305927,0,1253111646282809345,,,,en,0,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",every day networks run a covid briefing that features one of the leastinformed people in america. https://t.co/czgpi8usxo,https://twitter.com/dr_olney/status/1253111646282809345,dr_olney,Assistant Professor of Political Science and Pre-Law Adviser @UTRGV. I also cover women's soccer (@olneyce),870,454,"Brownsville, TX",dr_olney,12704,False
3035,,Thu Apr 23 00:01:12 +0000 2020,,,https://twitter.com/AlboMP/status/1253093050647105536,0,1253111645938860035,,,,en,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","coronavirus update: i suspect albo's correct. trouble is policy &amp; ideology opportunists  on all sides  are a dime a dozen at the moment. personally, i think now's the time to remember a few old adages  ""act don't react"" &amp; ""make haste slowly"" are just two that come to mind. https://t.co/pwmceyxloo",https://twitter.com/prefpub1/status/1253111645938860035,prefpub1,"Preferential Publications:
Campaigning, govt relations, media, writing, research, speeches, editing -

John Moran:
Principal consultant, researcher & writer",134,158,"Brisbane, Queensland, Australia",prefpub1,11988,False
3468,,Thu Apr 23 00:01:24 +0000 2020,,,https://actionnetwork.org/petitions/sign-the-petition-jared-kushner-cannot-be-anywhere-close-to-the-coronavirus-response-2?source=twitter&,0,1253111696647843846,,,,en,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",i just signed a @theactionnet petition: sign the petition: jared kushner cannot be anywhere close to the coronavirus response.. sign here: https://t.co/cel7cngnhd,https://twitter.com/Garbltoo/status/1253111696647843846,Garbltoo,"Retired & sharing with family, friends, & other connections through progressive advocacy, volunteering, writing, plain language, music, photography, & travel.",122,564,"Port Townsend, WA",Garbltoo,7028,False
3474,,Thu Apr 23 00:01:25 +0000 2020,,,https://www.bizjournals.com/wichita/news/2020/04/22/a-day-after-countys-largest-spike-commissioners.html?ana=TRUEANTHEMTWT_WI&taid=5ea0dad5e3c40700015e9625&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter,0,1253111701198852097,,,,en,0,,,"<a href=""https://trueanthem.com/"" rel=""nofollow"">True Anthem</a>",the next phase of the plan would require a reduction of new covid19 cases for 14 straight days. https://t.co/z5uum9ct7o,https://twitter.com/ICTBizJournal/status/1253111701198852097,ICTBizJournal,The authority for business news in Wichita.,21482,2166,"Wichita, Kansas",ICTBizJournal,38628,False
3543,,Thu Apr 23 00:01:26 +0000 2020,,,https://twitter.com/girlsreallyrule/status/1253107066278985734,0,1253111705388933130,,,,en,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","um, just a thought....why don't they drop some money from those planes onto real, small businesses in the towns that they're gonna fly over. https://t.co/f8wxpzftgj",https://twitter.com/AAARPGodess/status/1253111705388933130,AAARPGodess,*NYC *Die hard #Mets fan* P.E.T.A. member *Pescatarian*I work assisting the elderly*Music is life*George Carlin/Richard Pryor fav comedians * I #BackTheBlue,1342,941,"Queens, NY",AAARPGodess,224064,False
3787,,Thu Apr 23 00:01:32 +0000 2020,,,,0,1253111729665519616,Duel_EFX,1.2527900504729027e+18,3244798712.0,en,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@duel_efx @saldirayf @meschief_55 @breaking911 you said you will spread corona through first responders and cause more death!  doing cpr should not spread the virus if it is does correctly in the field or in the hospital. and ive been an rn for many years.,https://twitter.com/howdy_ann/status/1253111729665519616,howdy_ann,One day they will see what I see and know what I know. Blessed mom of some free spirited teens and a little man.,69,602,Owensboro ky,howdy_ann,1263,False
3830,,Thu Apr 23 00:01:33 +0000 2020,,,https://twitter.com/j_mcelroy/status/1251209840447246338?s=19,4,1253111733637582855,barryjcooke1,1.253111392766505e+18,4771624993.0,en,1,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@premierscottmoe here's what happens if you open too soon. the second wave will be brutal.https://t.co/wuwhdxit2a,https://twitter.com/barryjcooke1/status/1253111733637582855,barryjcooke1,"forests, insects, climate change, inequality; SpaDES; tweets are my views alone. Modeling ecology in space & time.

https://t.co/I5FBS9OxxN",4019,1546,Turtle Island; Robinson Treaty,barryjcooke1,37013,False
4248,,Thu Apr 23 00:01:43 +0000 2020,COVIDIOT,,https://twitter.com/joshtpm/status/1253041723510587394,0,1253111775756771330,,,,und,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#covidiot https://t.co/sztc2svrjj,https://twitter.com/lindaT55/status/1253111775756771330,lindaT55,This is not how anything works. Nothing. Not one thing. #Resistence #GunControlNow #WeWillVote #WearTheDamnMask,104,280,"Lansing, IL",lindaT55,5317,False
4367,,Thu Apr 23 00:01:46 +0000 2020,StayHome WashYourHands,,https://twitter.com/SamChen220/status/1120446712341045250,1,1253111789174358017,,,,en,1,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","my friend bethany reminded me this was a year ago, ""way back when we could hug each other and watch baseball at the same time!!""i miss baseball.i miss being with my friends.i miss this crew.but we have an epidemic to beat. so let's do it.#stayhome #washyourhands https://t.co/rmpwsw0nwi",https://twitter.com/SamChen220/status/1253111789174358017,SamChen220,"TV Host, #FaceTheIssues | Author | Award-Winning Strategist, @TheLiddellGroup | College Professor | Proud @Baylor Alum | See Galatians 2:20",490,635,"Pennsylvania / Washington, DC",SamChen220,8430,False
4464,,Thu Apr 23 00:01:48 +0000 2020,,,,0,1253111797088829447,AlboMP,1.2530930506471055e+18,254515782.0,en,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@albomp coronavirus update: i suspect albo's correct. trouble is policy &amp; ideology opportunists  on all sides  are a dime a dozen at the moment. personally, i think now's the time to remember a few old adages  ""act don't react"" &amp; ""make haste slowly"" are just two that come to mind.",https://twitter.com/prefpub1/status/1253111797088829447,prefpub1,"Preferential Publications:
Campaigning, govt relations, media, writing, research, speeches, editing -

John Moran:
Principal consultant, researcher & writer",134,158,"Brisbane, Queensland, Australia",prefpub1,11988,False
4599,,Thu Apr 23 00:01:51 +0000 2020,,,https://twitter.com/News12LI/status/1253096243041128449,4,1253111810384900096,,,,en,7,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",this is extremely frightening! i saw videos of the contact tracing in china. https://t.co/f3cluw5ocy,https://twitter.com/Patriot_Archer/status/1253111810384900096,Patriot_Archer,"Conservative, Pro-Israel, Family, Integrity, Honesty, The Constitution, Personal Accountability, Hard Work, Common Sense & GOD. #MAGA Parler: Patriot_Archer1776",16582,14894,"Arkansas, USA",Patriot_Archer,34386,False
5220,,Thu Apr 23 00:02:06 +0000 2020,CoronaVirus Supplies Restock BwcDeals stealsanddeals dailydeals,https://twitter.com/BwcDeals/status/1253111872020070400/photo/1,https://amzn.to/3cfiA0B,0,1253111872020070400,,,,en,0,,,"<a href=""https://social.zoho.com"" rel=""nofollow"">Zoho Social</a>",52% off!!!k'nex dragon's revenge thrill coaster  578 parts  roller coaster toyhttps://t.co/0nz65tkzze#coronavirus #supplies #restock #bwcdeals #stealsanddeals #dailydeals https://t.co/k3vlrogwi1,https://twitter.com/BwcDeals/status/1253111872020070400,BwcDeals,"We are an Amazon Associate & Tweets contain affiliate links. 

We support #ClearTheLists #FTK #THON #HilinskisHope",21551,20,Promotions@BwcDeals.com,BwcDeals,171631,False
5532,,Thu Apr 23 00:02:14 +0000 2020,GloveBox,,https://twitter.com/FmemL/status/1252998510414266370,5,1253111906988183552,,,,en,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",now this is scarier than an entire ghost film!#glovebox https://t.co/4d10bry6gy,https://twitter.com/DrFSTKhan/status/1253111906988183552,DrFSTKhan,"Postdoctoral Research Associate, UNCG.
PhD (IIT Kanpur)",25,54,"Greensboro, NC",DrFSTKhan,64,False
5564,,Thu Apr 23 00:02:14 +0000 2020,,,,1,1253111906644131841,,,,en,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@emichler lsu cb anthony mocklin, heard hes a lock down corner on the outside. @anthony_mocklin",https://twitter.com/Bsschmidt101/status/1253111906644131841,Bsschmidt101,LSU ‘21 || Co-Owner: @AMockSports & @AMockEnt || 03.26,291,431,"New Orleans, LA",Bsschmidt101,1997,False
5654,,Thu Apr 23 00:02:16 +0000 2020,,,https://www.nytimes.com/2020/04/22/world/europe/coronavirus-denmark-germany-border.html,0,1253111914923798542,,,,en,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",awwwww. all the warm feelings....a closed border cant stop this elderly couple: love is the best thing in the world https://t.co/fyl2gnk0gf,https://twitter.com/DavidHandy/status/1253111914923798542,DavidHandy,"Packer, Brewer, Badger fan.  Photographer, Husband, Son, Friend, Dog Lover.",67,615,"Wisconsin, USA",DavidHandy,3610,False
