,coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,retweet_count,reweet_id,retweet_screen_name,source,text,tweet_url,user_screen_name,user_description,user_followers_count,user_friends_count,user_location,user_screen_name.1,user_statuses_count,user_verified
7638,,Thu Apr 23 00:03:07 +0000 2020,,,,0,1253112128946372608,,,,en,1,1.253109828160852e+18,ArcticIceProjct,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",rt @ice911research: we're working on healing the other pandemic  that of climate change devastation  and continuing to make progress: htt,https://twitter.com/mgandulfo/status/1253112128946372608,mgandulfo,"Join the regeneration!
Interested in complexity, ecology, philosophy and #GameB.",111,493,Our only planet,mgandulfo,3729,False
10366,,Thu Apr 23 00:21:12 +0000 2020,,,,0,1253116679309017088,,,,und,105075,1.2530749338544128e+18,kittheedisaster,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rt @keith_dude: https://t.co/qmxgjfyzjs,https://twitter.com/NikkiCallowayy/status/1253116679309017088,NikkiCallowayy,22. THEY/THEM. OC based MUA esthetician in training. ♎️ Tarot reader. readings closed✨Business✉️: nikkicallowaymakeup@gmail.com IG: nikkicallowayy,25877,1668, tip jar $tbynlc ,NikkiCallowayy,183758,False
11911,,Thu Apr 23 00:21:48 +0000 2020,,,,0,1253116829989470208,,,,en,20,1.2531167107999785e+18,RepEscobar,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","rt @repescobar: as our nation faces a crisis, the trump administration is dismantling key environmental protections that are designed to sa",https://twitter.com/chicawis/status/1253116829989470208,chicawis,"Already VOTED for Joe & Kamala, straight Democratic ballot ! ¡viva la libertad! Liberal Dem, Abuela, MA MSU, BA Rutgers,  #DACA #BidenHarris2020 #VOTE",1041,1523,"Lansing, Michigan (Currenly NJ, taking care of mom)",chicawis,138217,False
13507,,Thu Apr 23 00:22:27 +0000 2020,,,http://a.msn.com/01/en-us/BB133lbC?ocid=st2,0,1253116993399652353,,,,en,70,1.2531167690631086e+18,thomaskaine5,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",rt @thomaskaine5: report: trump nearly fired cdc official who predicted virus spread https://t.co/p9imy57est,https://twitter.com/chicawis/status/1253116993399652353,chicawis,"Already VOTED for Joe & Kamala, straight Democratic ballot ! ¡viva la libertad! Liberal Dem, Abuela, MA MSU, BA Rutgers,  #DACA #BidenHarris2020 #VOTE",1041,1523,"Lansing, Michigan (Currenly NJ, taking care of mom)",chicawis,138217,False
18756,,Thu Apr 23 00:24:34 +0000 2020,,,,0,1253117526684434435,,,,en,118286,1.2527803917501235e+18,SwissMissabeth,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rt @swissmissabeth: these guys lived at work for a month to keep you safe, but you dont want to give up haircuts and golf. jfc.",https://twitter.com/aabbyggal/status/1253117526684434435,aabbyggal,,412,330,iminlovew/myself,aabbyggal,10960,False
18798,,Thu Apr 23 00:24:35 +0000 2020,,,,0,1253117530702524418,,,,en,97,1.2531012949502444e+18,nytimes,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rt @nytimes: jeff bezos is back running the daytoday at amazon as it grapples with high demand, labor unrest and supply chain challenges",https://twitter.com/samirnkhan/status/1253117530702524418,samirnkhan,https://t.co/QO36Vur30M,286,812,Helsinki Finland,samirnkhan,55835,False
19447,,Thu Apr 23 00:24:51 +0000 2020,,,,0,1253117597509398528,,,,en,7,1.2531174987628544e+18,MyWchu,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",rt @mywchu: this sounds like a comedy act...the trump administration tapping a former labradoodle breeder to lead the coronavirus task forc,https://twitter.com/chicawis/status/1253117597509398528,chicawis,"Already VOTED for Joe & Kamala, straight Democratic ballot ! ¡viva la libertad! Liberal Dem, Abuela, MA MSU, BA Rutgers,  #DACA #BidenHarris2020 #VOTE",1041,1523,"Lansing, Michigan (Currenly NJ, taking care of mom)",chicawis,138217,False
21131,,Thu Apr 23 00:25:30 +0000 2020,,,,0,1253117761842110464,,,,en,570,1.2530874551603569e+18,Senator_Patrick,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",rt @senator_patrick: tax cuts for big business? 221 big businesses collectively earned  $850b over five years (fy13/14 to 17/18) and paid z,https://twitter.com/vjmahon/status/1253117761842110464,vjmahon,"Lives in Aireys Inlet, Victoria, Australia. A keen interest in political issues.",1016,3320,"Aireys Inlet, Australia",vjmahon,139312,False
21184,,Thu Apr 23 00:25:32 +0000 2020,COVID19,,,0,1253117770717429762,,,,en,13,1.2531176467379446e+18,RepMaloney,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","rt @repmaloney: to address ongoing concerns due to the #covid19, the u.s. postal service has created sites &amp; email addresses to assist cust",https://twitter.com/chicawis/status/1253117770717429762,chicawis,"Already VOTED for Joe & Kamala, straight Democratic ballot ! ¡viva la libertad! Liberal Dem, Abuela, MA MSU, BA Rutgers,  #DACA #BidenHarris2020 #VOTE",1041,1523,"Lansing, Michigan (Currenly NJ, taking care of mom)",chicawis,138217,False
24011,,Thu Apr 23 00:43:28 +0000 2020,,,,0,1253122282492293125,,,,en,88,1.2531075224051958e+18,TheMarkDelmundo,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rt @themarkdelmundo: my dad passed away from covid. we suspect that he got it from working in the casino and the fact that mayor goodman wa,https://twitter.com/aurxlio_/status/1253122282492293125,aurxlio_,do all things with love | ⚢,380,328,unlv,aurxlio_,5015,False
24155,,Thu Apr 23 00:43:31 +0000 2020,,,,0,1253122295691988992,,,,en,1,1.253041660755411e+18,Retirefund,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",rt @retirefund: public markets are now way out of sync with a worldwide pandemic and it's long term consequences!the reason is the prolif,https://twitter.com/Retirefund/status/1253122295691988992,Retirefund,"What are your clients doing?

""AFTER WORK""!

Investing, stocks, real estate, gold, cryptos, domains, ETFs, Funds, Technology, AI,",1240,503,Online,Retirefund,46623,False
28507,,Thu Apr 23 00:45:17 +0000 2020,,,,0,1253122740523016196,,,,und,115,1.25299250564318e+18,billkilgore_,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rt @billkilgore_: https://t.co/pspa4orgdo,https://twitter.com/innachowetrust/status/1253122740523016196,innachowetrust,Times' Person Of The Year 2006. Shooters shoot.,181,218,"Helsinki, Finland",innachowetrust,19193,False
30427,,Thu Apr 23 00:46:04 +0000 2020,,,,0,1253122937705525248,,,,en,888,1.2526459146587464e+18,larrybrilliant,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rt @larrybrilliant: this data is most important single take away epidemiologically about the lost february in the us federal response. an,https://twitter.com/GreggH_/status/1253122937705525248,GreggH_,"Tech CMO. Reader. Traveller. Athlete. Optimist.  50 countries, 32 states.",937,982,"Menlo Park, CA",GreggH_,7344,False
33438,,Thu Apr 23 00:47:19 +0000 2020,,,,0,1253123251267604482,,,,tr,11,1.2519076906217882e+18,verikaynagi,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rt @verikaynagi: toplam vaka bana toplam l says oranlar: (19.04.2020)belika: %14,76birleik krallk: %13,38italya: %13,22",https://twitter.com/akrepppkralll/status/1253123251267604482,akrepppkralll,"#önceSANAL #DMAÇIK #SADECEKADINLAR AKP=FETO=YOBAZLAR yazmayın! #TOP, GAY ve A-P YAZMAYIN! #EĞLENCE-AKREP ERKEĞİ #CiNSELLiK #REEL #URFA #güven #gizlilik",613,366,"Şanlıurfa, Türkiye",akrepppkralll,119251,False
8543,,Thu Apr 23 00:20:27 +0000 2020,,,,0,1253116491022700544,,,,en,1322,1.2528735248484147e+18,joshuawongcf,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",rt @joshuawongcf: i don't believe china will succeed in intimidating hkers but would instead prompt them to resist. if antisubversion la,https://twitter.com/didber/status/1253116491022700544,didber,"Travel burn-out / travel job
/ traveling Taiwan
Meet me on me Skype
did_ber + (currently)  https://t.co/GK0RU4gRcR
 the day I left my FB ~ 熊懷宇",164,266,"San Zhi, New Taipei City, T W.",didber,11868,False
28939,,Thu Apr 23 00:45:28 +0000 2020,,,,0,1253122786127577089,,,,en,425,1.2529956523189699e+18,chenqiushi404,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",rt @chenqiushi404: who can tell us where and how chen qiushi is right now? when will anyone get to speak with him again?chen qiushi has b,https://twitter.com/SuyingWu/status/1253122786127577089,SuyingWu,,17,192,"Taipei, Taiwan",SuyingWu,103,False
45,,Thu Apr 23 00:00:02 +0000 2020,,,,0,1253111352043937795,,,,es,53,1.2531037930441073e+18,El_Universal_Mx,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rt @el_universal_mx: maurizio arrivabene, exjefe de la escudera ferrari de frmula 1, ahora conduce una ambulancia para ayudar durante la",https://twitter.com/jdanielliraa/status/1253111352043937795,jdanielliraa,,176,278,La sensual Qro,jdanielliraa,5738,False
164,,Thu Apr 23 00:00:03 +0000 2020,,,,0,1253111356506681344,,,,en,19407,1.2530417235105874e+18,joshtpm,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rt @joshtpm: las vegas mayor offers city as ""control group"", ""we offer to be a control group"" to see how many people die without social dis",https://twitter.com/svsfsu29/status/1253111356506681344,svsfsu29,Graduate and Die Hard Fan of Florida State University.Enjoy Watching/Talking about All Sports (except Golf.),919,2241,"NewBrunswick,Tally,Tampa",svsfsu29,32481,False
481,,Thu Apr 23 00:00:11 +0000 2020,,,https://www.theblaze.com/steve-deace/wisconsin-primary-voters-coronavirus,0,1253111390488997895,,,,en,6,1.253110397881725e+18,hrkbenowen,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rt @hrkbenowen: bombshell: if panic peddlers were right, wisconsin should be a pile of smoldering ash right now  https://t.co/ap2td9ufis",https://twitter.com/Bobacheck/status/1253111390488997895,Bobacheck,"Fiscal conservative, micro-brew and bourbon junkie, Harley rider, Cheesehead, Rescuer of German Shepherds, and intolerant of BS in general. #NoFreeRides",2239,2484,Wisconsin,Bobacheck,48478,False
546,,Thu Apr 23 00:00:13 +0000 2020,,,http://peoplem.ag/QZCNBfO,0,1253111398957268992,,,,en,251,1.2531047851898962e+18,people,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rt @people: dog currently living in boston shelter looking for a new home after owner dies of coronavirus https://t.co/uyy5hhxk5h,https://twitter.com/mbk53209/status/1253111398957268992,mbk53209,"Luv NewYork/Disney, Harrison Ford, Tom Hiddleston, Robin Williams, Impractical Jokers. Enjoys good humor, time w/my pup, Larry & work w/the kids @ school.",568,502,"Wisconsin, USA",mbk53209,27360,False
686,,Thu Apr 23 00:00:16 +0000 2020,,https://twitter.com/Acyn/status/1252704497278713856/video/1,,0,1253111411498037248,,,,en,1169,1.2527044972787139e+18,Acyn,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rt @acyn: rand paul, swimmer of pools, opposes the coronavirus bill https://t.co/jbmigb5ywo",https://twitter.com/BloomingtonWise/status/1253111411498037248,BloomingtonWise,wisdom n genius personified with brilliance in knowledge,233,284,unspecified location,BloomingtonWise,105770,False
713,,Thu Apr 23 00:00:16 +0000 2020,COVIDー19,,,0,1253111411275857925,,,,en,273,1.2530590996522312e+18,helaineolen,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rt @helaineolen: this is just staggering. about one in four #covid19 deaths in the united states took place in nursing homes and other lon,https://twitter.com/LiddleSavages/status/1253111411275857925,LiddleSavages,"Just a woman locked in her own bathroom (lost somewhere in a book)appetite for all things BAD FOR YOU tequila, cupcakes, chocolate, 5in heels... 21+ #Resistance",2103,937,Pressing you against the pages,LiddleSavages,136496,False
806,,Thu Apr 23 00:00:18 +0000 2020,,,,0,1253111420469813250,,,,en,15906,1.253081364666159e+18,RepAdamSchiff,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rt @repadamschiff: we all hope, again and again, that weve seen the worst this president has to offer.and then he sinks lower.if trump",https://twitter.com/missoshow/status/1253111420469813250,missoshow,"writer ~ nobody's fashion icon ~ yes, it's my real hair ~ I ride the subway ~ Vote Blue ~ Motto: Put the LID down and not just the seat and everyone wins",114,707,"Queens, NY",missoshow,15357,False
812,,Thu Apr 23 00:00:18 +0000 2020,,,,0,1253111419630911488,,,,fr,15740,1.2529284494020772e+18,Baruya_gmg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rt @baruya_gmg: ptdr wsh il est  cheval ddale mon frre grand galop qui va se mettre devant, en plus il ya pas de plaque dimmatriculati",https://twitter.com/mxtbxv/status/1253111419630911488,mxtbxv,Mon cœur est rempli de sang à défaut de sentiments,260,189,Dans le sud de panameeee,mxtbxv,81641,False
898,,Thu Apr 23 00:00:20 +0000 2020,,,,0,1253111428082524166,,,,en,5284,1.2529711681617265e+18,nowthisnews,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rt @nowthisnews: were trying to do the right thing, and we dont need to get attacked.  watch antilockdown protesters harass these nur",https://twitter.com/NicoleVCook/status/1253111428082524166,NicoleVCook,BIDEN 2020. Prefer no private messages from creepers or trolls.,790,1331,Northeastern Pennsylvania USA,NicoleVCook,18767,False
900,,Thu Apr 23 00:00:21 +0000 2020,,,,0,1253111432423649280,,,,en,2291,1.2531080265649234e+18,CaliforniaPanda,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",rt @californiapanda: embarrassing. the press corp has no idea what they're talking about.jon karl: california has partially broken with c,https://twitter.com/DebDaleDaisy/status/1253111432423649280,DebDaleDaisy,"“The Best is Yet to Come”, Mom-mom, Doggy Mom, Women for Trump 2020,🚫Sharia, #TRUMPLICAN, #AmericaFirst, #MAGA, #KAG, NRA member, 2A, 1A, #BeBest",3092,3650,"Pennsylvania, USA",DebDaleDaisy,168037,False
973,,Thu Apr 23 00:00:23 +0000 2020,,,,0,1253111440795410437,,,,en,88,1.25309562548437e+18,soledadobrien,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",rt @soledadobrien: heres a good example of crazy in the administration from reuters: a @reuters special report: hhs chief alex azar tapped,https://twitter.com/AllanWebster14/status/1253111440795410437,AllanWebster14,Old geezer.,307,144,"Brinsley, Ontario",AllanWebster14,40222,False
1147,,Thu Apr 23 00:00:28 +0000 2020,,,,0,1253111461880225800,,,,en,220,1.2530967817406833e+18,AhmedBaba_,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rt @ahmedbaba_: fauci just said, we will have coronavirus in the fall, i am convinced of that.""about 30 minutes ago, president trump sai",https://twitter.com/RacerX38273014/status/1253111461880225800,RacerX38273014,"I love Politics,Music, History, and Sports . I actually joined in 2017 but I broke my phone. Lost my followers. #HollaBackYall ☺️",22,180,"Pennsylvania, USA",RacerX38273014,1049,False
1404,,Thu Apr 23 00:00:34 +0000 2020,,,,0,1253111486672748545,,,,en,258,1.25306728770952e+18,HowardBeck,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rt @howardbeck: this should eliminate vegas from consideration as the nba's ""bubble"" city. (maybe summer league, too.)",https://twitter.com/kevinbforbounce/status/1253111486672748545,kevinbforbounce,Eyeball tester. Skateboard knees. Character limits. Sketcher. Writer. Bartender. Ex-real jobs. I will design your band's record.,1621,1194,"New Orleans, LA",kevinbforbounce,37130,False
1641,,Thu Apr 23 00:00:39 +0000 2020,,,,0,1253111507270938625,,,,en,16,1.2512541585665802e+18,kostoula,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rt @kostoula: doctors and nurses are our biggest shortage in dealing with the coronavirus crisis. if boris johnson, matt hancock and the go",https://twitter.com/DemMatrix/status/1253111507270938625,DemMatrix,Libertarian Socialism |Workers Democracy|National Wage |Anti Apartheid Zionism |Free Palestine🇵🇸Kurdistan🇹🇯 Ireland 🇮🇪WorkersPartyGB+Labour Party,1880,1953,Collective Unconsious ⚡️,DemMatrix,52445,False
1680,,Thu Apr 23 00:00:41 +0000 2020,SignsYoureACOVIDIOT,https://twitter.com/BuckFradley/status/1253109372491837443/photo/1,,0,1253111516615839745,,,,en,8,1.2531093724918374e+18,BuckFradley,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",rt @buckfradley: #signsyoureacovidiot you practice antisocial distancing https://t.co/fieonzu0fe,https://twitter.com/KansasResisters/status/1253111516615839745,KansasResisters,"""Fairy tales are more than true: not because they tell us that dragons exist, but because they tell us that dragons can be beaten"" #TheResistance 💋🇺🇸
#VoteBlue💙",9426,9548,"Kansas, USA",KansasResisters,27664,False
1685,,Thu Apr 23 00:00:40 +0000 2020,,,,0,1253111511775617026,,,,en,1019,1.2530933352434115e+18,Acosta,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",rt @acosta: source familiar w dr bright situation: dr. bright has not been given any information about his new role at nih.  he will fight,https://twitter.com/dickensgirl/status/1253111511775617026,dickensgirl,"Proud liberal snowflake with classic indoctrination/ education. Rather be sailing! Prefer animals to people (often) love Dickens, James, Trollope.#Resistance",3390,4488,Wisconsin,dickensgirl,201930,False
1948,,Thu Apr 23 00:00:46 +0000 2020,,,,0,1253111536786309121,,,,en,25510,1.2530842693475615e+18,DonaldJTrumpJr,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",rt @donaldjtrumpjr: after the pandemic passes and we can fire up our economic engine im truly looking forward to watching @realdonaldtrump,https://twitter.com/mandof5_dan/status/1253111536786309121,mandof5_dan,Discovering US politics one tweet at time. #MAGA,256,216,"Timmins, Ontario",mandof5_dan,18615,False
1986,,Thu Apr 23 00:00:48 +0000 2020,,,,0,1253111545854394369,,,,en,417,1.2529544285140296e+18,boxersforlife,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rt @boxersforlife: wth! @governorva youve ruined the va.beach economy. you dictate that we cant sit on our beach and youre flying to you,https://twitter.com/MissILmom/status/1253111545854394369,MissILmom,Rtd by @realDonaldTrump~FB: @DineshDSouza @RudyGiuliani @GenFlynn @SidneyPowell1 @AntonioSabatoJr @cvpayne @ScottPresler @ScottBaio @atensnut @GeorgePapa19,104530,70526,Sunshine USA,MissILmom,415505,False
2116,,Thu Apr 23 00:00:51 +0000 2020,,,,0,1253111557732491264,,,,en,116,1.2528511310440817e+18,lilririah,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rt @lilririah: now give disabled folk their medication back,https://twitter.com/TheLittleNoctua/status/1253111557732491264,TheLittleNoctua,"33 • part-time writer/artist • bird, cat, & greyhound mom • Problematic Fave • RA & hEDS patient • she/her • 🔞 18+ only please  icon: @alohasushicore",40,623,Rocky Mountains,TheLittleNoctua,6457,False
2121,,Thu Apr 23 00:00:51 +0000 2020,,,,0,1253111558294536192,,,,en,493,1.2530676382023926e+18,JuliansRum,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rt @juliansrum: fuck you and fuck the scientists.when potus gives the green light to leave home ill listen. then ill leave home.,https://twitter.com/MACSwan238/status/1253111558294536192,MACSwan238,"Here to support #POTUS45 #IStand4TheFlag #IKneel4TheCross #LockHerUp,  #TrustThePlan #KAG #MAGA #WorldWidePeace #WeAreAllGodsChildren #Unity",2912,3501,"Wisconsin, USA",MACSwan238,133818,False
2426,,Thu Apr 23 00:00:59 +0000 2020,,,,0,1253111591731675136,,,,en,1,1.2530019677581926e+18,SardariClare,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rt @sardariclare: i will be repeating this on a weekly basis for the foreseeable future.,https://twitter.com/JadeTaylor8/status/1253111591731675136,JadeTaylor8,Late family #Midstaffs Disaster 2006&2008. Sacked-Re-employed NHS Whistleblower. RMN. Post Graduate Cert. Views personal.RT’s/Likes not necessarily endorsement.,1159,934,Marlborough Downs ,JadeTaylor8,22737,False
2702,,Thu Apr 23 00:01:04 +0000 2020,,,,0,1253111612849786880,,,,en,1,1.2530761252674765e+18,couriermail,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",rt @couriermail: australian gym goers will be waiting a while longer to return to the weights room with predictions that coronavirus restri,https://twitter.com/gogetsmarthome/status/1253111612849786880,gogetsmarthome,"Environment, Politics, Innovation, Space, Funnies, Photography, Automation, AI, Smart Technology, Health, Hemp.",2112,4974,Brisbane Queensland Australia ,gogetsmarthome,140894,False
2747,,Thu Apr 23 00:01:07 +0000 2020,TrumpPressConference,,,0,1253111625068003328,,,,en,1546,1.25308462410598e+18,atrupar,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rt @atrupar: trump begins the april 22 #trumppressconference by hyping that ""more states will soon be in a position to safely reopen."" what",https://twitter.com/Chance_chris71/status/1253111625068003328,Chance_chris71,,526,605,"Oconto, Wisconsin, USA",Chance_chris71,189902,False
3002,,Thu Apr 23 00:01:13 +0000 2020,,,,0,1253111650552631297,,,,fr,15740,1.2529284494020772e+18,Baruya_gmg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rt @baruya_gmg: ptdr wsh il est  cheval ddale mon frre grand galop qui va se mettre devant, en plus il ya pas de plaque dimmatriculati",https://twitter.com/uzunhan2929/status/1253111650552631297,uzunhan2929,nothing like them other motherfuckers,210,356,"Orléans, France",uzunhan2929,4903,False
