,coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,retweet_count,reweet_id,retweet_screen_name,source,text,tweet_url,user_screen_name,user_description,user_followers_count,user_friends_count,user_location,user_screen_name.1,user_statuses_count,user_verified
26000,,Thu Apr 23 00:44:17 +0000 2020,,,,0,1253122488453693440,,,,en,9830,1.2530858751619236e+18,AshleyRParker,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","rt @ashleyrparker: trump just marched cdc director redfield out to claim he was misquoted by the wapo. but in fact, redfield just confirmed",https://twitter.com/steve6466/status/1253122488453693440,steve6466,,41,422,kent uk,steve6466,18680,False
2588,,Thu Apr 23 00:01:03 +0000 2020,,,,0,1253111608131366913,,,,en,28,1.2531110687942615e+18,naretevduorp,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","rt @naretevduorp: .@realdonaldtrump ask the families of the 47,000 who have died.you won't feel so optimistic.",https://twitter.com/maryvhornig/status/1253111608131366913,maryvhornig,,180,1336,springfield va,maryvhornig,51865,False
26806,,Thu Apr 23 00:44:37 +0000 2020,,,,0,1253122571886714881,,,,en,3,1.2531189540226867e+18,TheSpinoffTV,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rt @thespinofftv: breaking: covid19 rescue package for nz media announced. newspaper operators will be ""aghast"", says one analyst.https:/",https://twitter.com/rebekahwin/status/1253122571886714881,rebekahwin,"Feminst
Depression survived",587,1281,wellington nz,rebekahwin,72836,False
7190,,Thu Apr 23 00:02:54 +0000 2020,,,https://www.bizpacreview.com/2020/04/22/paramedics-in-ny-outraged-over-orders-not-to-revive-cardiac-patients-amid-coronavirus-crisis-911882?utm_campaign=bizpac&utm_content=Newsletter&utm_medium=Newsletter&utm_source=Get+Response&utm_term=EMAIL,0,1253112074256990210,,,,en,74,1.2530609682103665e+18,zeefa64,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",rt @zeefa64: are you kidding me? are you kidding me??? https://t.co/faw4gteivq,https://twitter.com/MieczynskyjT/status/1253112074256990210,MieczynskyjT,#MAGA.         no DMs,2474,3043,new york new york,MieczynskyjT,169648,False
21605,,Thu Apr 23 00:42:28 +0000 2020,,,,0,1253122031543083008,,,,en,1282,1.2531070428495585e+18,SteveRustad1,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","rt @steverustad1: reagan lied, americans died.bush lied, americans died.cheney lied, americans died.trump lies, americans die.decei",https://twitter.com/recorsino/status/1253122031543083008,recorsino,male architect extraordinaire  {Biden2020},350,1236,new york city,recorsino,86100,False
26306,,Thu Apr 23 00:44:23 +0000 2020,,,,0,1253122514047438848,,,,en,1,1.2531221160792883e+18,RonaldBruceBar3,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rt @ronaldbrucebar3: it's not a vaccine but you do have to take a vaccine, before you get sick!just a preventative!(like a vaccine!)",https://twitter.com/MieczynskyjT/status/1253122514047438848,MieczynskyjT,#MAGA.         no DMs,2474,3043,new york new york,MieczynskyjT,169648,False
28468,,Thu Apr 23 00:45:17 +0000 2020,COVID19,,,0,1253122739944206336,,,,en,8,1.2531066243837338e+18,MrWick2u,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rt @mrwick2u: this is exactly why we should delay presidential elections until we have a vaccine for #covid19 or 2024, whichever comes firs",https://twitter.com/MieczynskyjT/status/1253122739944206336,MieczynskyjT,#MAGA.         no DMs,2474,3043,new york new york,MieczynskyjT,169648,False
28618,,Thu Apr 23 00:45:19 +0000 2020,,,,0,1253122748836184065,,,,en,15,1.2522154496323338e+18,CivilEats,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","rt @civileats: theres no way this is going to end well, said catherine bryan, explaining the dire circumstances native tribes are facing",https://twitter.com/recorsino/status/1253122748836184065,recorsino,male architect extraordinaire  {Biden2020},350,1236,new york city,recorsino,86100,False
28654,,Thu Apr 23 00:45:21 +0000 2020,,,,0,1253122756545261573,,,,en,155,1.2530706493729382e+18,waxzyy_,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rt @waxzyy_: if he aint tried to see you during the lockdown, sis youre not important .",https://twitter.com/ridwvnv/status/1253122756545261573,ridwvnv,tired.,267,285,new york :/,ridwvnv,4335,False
26528,,Thu Apr 23 00:44:30 +0000 2020,,,,0,1253122543105593345,,,,es,73,1.2531060613069865e+18,yuejisoo,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",rt @yuejisoo: los de forbes se contactaron con yg ent para preguntarles por updates respecto al comeback de blackpink y estos no respondier,https://twitter.com/dimplechae/status/1253122543105593345,dimplechae,𝟗𝟕' 𝗰𝗵𝗮𝗲𝗹𝗶𝘀𝗮! gfs side: @chaelisasgfs,1641,0,everglow ,dimplechae,25309,False
33866,,Thu Apr 23 00:47:28 +0000 2020,COVID19,,,0,1253123289456746497,,,,fr,18,1.2531213065449636e+18,ACSP_Canada,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rt @acsp_canada: plus de 610 000 personnes au  ont t testes pour la #covid19; plus de 6.5% ont t confirmes positives. les provinces,https://twitter.com/socrat777/status/1253123289456746497,socrat777,"col bleu, ville de Montréal .c.d.n-n.d.g",215,821,"montreal , Qc . Ca ",socrat777,923,False
25455,,Thu Apr 23 00:44:03 +0000 2020,,,,0,1253122429586509824,,,,en,1403,1.2530531098881188e+18,everywhereist,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rt @everywhereist: ""are you offering the people of las vegas as a control group?"" ""don't put words in my mouth. i'm saying i tried to off",https://twitter.com/__M1NG/status/1253122429586509824,__M1NG,UCD Alumna 🕊 • 🇸🇻🇵🇭,799,259,richmond ca,__M1NG,35443,False
468,,Thu Apr 23 00:00:10 +0000 2020,,,,0,1253111386755997696,,,,en,15372,1.2523845229575168e+18,RedStarrTheo,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rt @redstarrtheo: it blows my mind. we are at 75 days+ of dealing with covid here in vietnam,with 5 days of no new cases,and are sort of st",https://twitter.com/KifleMike/status/1253111386755997696,KifleMike,A serious Contributor to the country's GDP 😁,2237,84,Gated Community ,KifleMike,43307,False
4722,,Thu Apr 23 00:01:55 +0000 2020,,,,0,1253111826205691904,,,,en,5284,1.2529711681617265e+18,nowthisnews,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rt @nowthisnews: were trying to do the right thing, and we dont need to get attacked.  watch antilockdown protesters harass these nur",https://twitter.com/busybesli/status/1253111826205691904,busybesli,BLACK LIVES MATTER & FUCK DONALD TRUMP,168,117,In love with ernesto ,busybesli,20564,False
17050,,Thu Apr 23 00:23:53 +0000 2020,,,,0,1253117351366721536,,,,fr,15739,1.2529284494020772e+18,Baruya_gmg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rt @baruya_gmg: ptdr wsh il est  cheval ddale mon frre grand galop qui va se mettre devant, en plus il ya pas de plaque dimmatriculati",https://twitter.com/meowhoya/status/1253117351366721536,meowhoya,@ YEOJiN: STFU!!?#% im listening to base line by⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ jhope ᵎᵎ🛵💨💗,1661,1360,"𝖲𝖧𝖤!𝖧𝖤𝖱✿ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ 
‹It melts my heart!!› jimin is love sick in his hello kitty bed !",meowhoya,103244,False
17595,,Thu Apr 23 00:24:08 +0000 2020,COVID19,https://twitter.com/LE__GENERAL/status/1252859610429394946/video/1,,0,1253117417443790851,,,,fr,3115,1.252859610429395e+18,LE_GENERAL_OFF,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rt @le__general: racketter un cheval 135 il manquait que a sous macron! #covid19 https://t.co/rrfh8p0trr,https://twitter.com/meowhoya/status/1253117417443790851,meowhoya,@ YEOJiN: STFU!!?#% im listening to base line by⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ jhope ᵎᵎ🛵💨💗,1661,1360,"𝖲𝖧𝖤!𝖧𝖤𝖱✿ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ 
‹It melts my heart!!› jimin is love sick in his hello kitty bed !",meowhoya,103244,False
8428,,Thu Apr 23 00:20:24 +0000 2020,,,,0,1253116478204895234,,,,en,6042,1.2530474901710193e+18,sadgirlririh,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rt @sadgirlririh: this is how some people sound saying the lock down was a blessing,https://twitter.com/_neerjag/status/1253116478204895234,_neerjag,"comp/structural biologist, plant parent, beardsley flowerbed mod ☼ pitt molbio/biochem '21 ☼ @aquariuspitt VP, @pittmutualaid co-director ☼ they/them 🏳️‍🌈🇮🇳",587,713,osage and shawnee land (pgh),_neerjag,36204,False
29721,,Thu Apr 23 00:45:46 +0000 2020,,,,0,1253122861516173318,,,,en,1323,1.2529905476876247e+18,BTnewsroom,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",rt @btnewsroom: the lie that won't dieyouve heard over and over that china hid information about covid19 from the u.s. but the timeline,https://twitter.com/zacharyccampbel/status/1253122861516173318,zacharyccampbel,im a communist | i produce videos and interview experts @theUPpod,105,1080,occupied osage land ,zacharyccampbel,2950,False
