,coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,retweet_count,reweet_id,retweet_screen_name,source,text,tweet_url,user_screen_name,user_description,user_followers_count,user_friends_count,user_location,user_screen_name.1,user_statuses_count,user_verified
3010,,Thu Apr 23 00:01:13 +0000 2020,auspol SocialDistance COVID19,https://twitter.com/Sod1959/status/1253111650388869121/photo/1,,0,1253111650388869121,,,,en,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",smile of the day #auspol #socialdistance #covid19 https://t.co/zms1phfyaz,https://twitter.com/Sod1959/status/1253111650388869121,Sod1959,"""The Future is Unwritten""
I'm a 60 year old white bloke  who hates Racism and Bigotry, I try to be polite however occasionally, I may let rip",371,707,"Rockingham, Perth (WA)",Sod1959,13764,False
5906,,Thu Apr 23 00:02:22 +0000 2020,,,,9,1253111936532860929,,,,en,3,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",keeping sick people from the sun and exercising inside with recirculated air is deadly. the lockdown states have the highest levels of infection. urban populations breathe the same air inside subways and apartments. humans are the disease. us boomer rube rural rednecks is smart.,https://twitter.com/AllenciaMiguel/status/1253111936532860929,AllenciaMiguel,"Bursting with MAGA flavor. Purple Heart, 2 Bronze Stars, 20 years of service in war and peace under a few political assholes I know were corrupt.",5910,6089,Drinking beer somewhere in TX,AllenciaMiguel,22597,False
16021,,Thu Apr 23 00:23:28 +0000 2020,,,,1,1253117250443325443,wonderfuleray,1.2531170598751805e+18,1.2230182421025137e+18,es,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@wonderfuleray corona var,https://twitter.com/birkadehyks/status/1253117250443325443,birkadehyks,bne işte,5599,3823,fu#king world,birkadehyks,14840,False
27057,,Thu Apr 23 00:44:42 +0000 2020,,,,3,1253122593235877889,CatHoffman14,1.253103507458179e+18,61350127.0,en,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@cathoffman14 i hope he gets covid before liberty,https://twitter.com/McqueenWhit/status/1253122593235877889,McqueenWhit,"#resistance
#impotus",1668,2741,drinking Covfefe in Yo Semite ,McqueenWhit,3912,False
29128,,Thu Apr 23 00:45:33 +0000 2020,COVID19,https://twitter.com/tomfolanmd/status/1253122806235054085/photo/1,,5,1253122806235054085,JayTalk_ca,1.2531215774046085e+18,1.1040625609474335e+18,und,2,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@jaytalk_ca @rymanns #covid19 https://t.co/mblydo59ha,https://twitter.com/tomfolanmd/status/1253122806235054085,tomfolanmd,"🇮🇪 | Have Craic, Cop on | Neuroradiologist | Fight Fascism",10152,4919,Not Working ,tomfolanmd,21876,False
29682,,Thu Apr 23 00:45:45 +0000 2020,,,https://www.westernjournal.com/report-obama-admin-funded-chinas-coronavirus-research-gave-millions-taxpayer-money-wuhan-lab/?utm_source=Twitter&utm_medium=PostTopSharingButtons&utm_campaign=websitesharingbuttons,0,1253122858102018050,,,,en,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","are you kidding!! report: obama admin funded china's coronavirus research, gave millions in taxpayer money to wuhan lab https://t.co/u5llvpa7cl",https://twitter.com/alklenk/status/1253122858102018050,alklenk,ad guy learning & teaching as I keep growing curiouser & curiouser. NASA photo M8.1 Flare as Sun Continues Bigger Coronal Ejections i.e. Universe Climate Change,165,668,overlooking the greatest lake and star,alklenk,6755,False
3440,,Thu Apr 23 00:01:22 +0000 2020,,,https://twitter.com/Reuters/status/1253075681908531200,0,1253111688682971142,,,,en,1,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",we couldnt make this stuff up if we tried. https://t.co/jodtgfc6q4,https://twitter.com/brianrhester/status/1253111688682971142,brianrhester,"@ButlerDemocrats Executive Committee Chair, pledged district delegate for @JoeBiden (#OH08) & ODCCA Vice-President",2536,1700,"Hamilton, Ohio",brianrhester,79104,False
7919,,Thu Apr 23 00:03:12 +0000 2020,healthequity,,https://twitter.com/IneWauben/status/1253009298050953221,6,1253112148928184322,,,,en,1,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","data is one of the most important tools we have to help understand who &amp; how different groups are impacted by covid19. data is essential to support policy development for public health. we should be collecting all the info, including disaggregated racebased data. #healthequity https://t.co/ct2jgpohbq",https://twitter.com/NrinderWard3/status/1253112148928184322,NrinderWard3,#HamOnt Ward 3 City Councillor. Community & City building. Mom. #equity #climateaction #JustEconomy #OurWard3 Ward3@Hamilton.ca,3995,1676,"Hamilton, ON",NrinderWard3,3653,False
10116,,Thu Apr 23 00:21:05 +0000 2020,thankyou Ontario,,,4,1253116649491832833,ANA_BAPTISTA20,1.253075952562815e+18,130241946.0,en,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@ana_baptista20 @fordnation have you seen all the healthcare frontline workers with signs that say we go to work so you can stay home??  get a cluesmh #thankyou @fordnation for all youre doing to keep #ontario safe!,https://twitter.com/Gina_B_63/status/1253116649491832833,Gina_B_63,I am who I am ...,18,115,"Hamilton, Ontario",Gina_B_63,89,False
12605,,Thu Apr 23 00:22:05 +0000 2020,cupeproud FrontLineHeroes COVID19,https://twitter.com/CUPELocal5167/status/1253116899623305216/photo/1,,5,1253116899623305216,,,,en,4,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",tea time! deann is doing her part and working from home! working from home comes with pros and cons! many office workers note missing the supports and access of the office. while others note the benefits of working from home. #cupeproud #frontlineheroes #covid19 @cupe_media https://t.co/wzkler59xi,https://twitter.com/CUPELocal5167/status/1253116899623305216,CUPELocal5167,Representing 4200 members across 7 units. Hamilton. Our City. Our Union. Our Stories. Contact Executive Administrator Jodi Coville for social media concerns.,637,293,"Hamilton, Ontario",CUPELocal5167,2260,False
30273,,Thu Apr 23 00:46:01 +0000 2020,DYST,,https://twitter.com/CricketAus/status/1253121597243682816,1,1253122924485111808,,,,en,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",#dyst @dunny283 having an absolute melt watching this. https://t.co/bqfqszxfyc,https://twitter.com/SportsBrekky/status/1253122924485111808,SportsBrekky,"Sports Breakfast on @913sportfm, weekdays from 6am. With Kris Klifunis (@KrisKlif), Wayne Clark (@Dunny283) & sometimes Cameron Bancroft.",1238,411,"Hamilton Hill, Perth (WA)",SportsBrekky,5238,False
31933,,Thu Apr 23 00:46:39 +0000 2020,,https://twitter.com/thetaylight/status/1253123084472770560/photo/1,,12,1253123084472770560,,,,en,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",lockdown mood https://t.co/lqnkdl9cai,https://twitter.com/thetaylight/status/1253123084472770560,thetaylight,"🤍 “𝐣𝐮𝐬𝐭 𝐛𝐞 𝐲𝐨𝐮𝐫𝐬𝐞𝐥𝐟, 𝐭𝐡𝐞𝐫𝐞 𝐢𝐬 𝐧𝐨 𝐨𝐧𝐞 𝐛𝐞𝐭𝐭𝐞𝐫” rep tour london • capital jbb 2019 • lover fest 🇬🇧🇪🇸 she/her",11501,8629,taylor liked 23.07.20,thetaylight,47162,False
327,,Thu Apr 23 00:00:06 +0000 2020,,,https://www.gq.com/story/las-vegas-polio-coronavirus,0,1253111369618030593,,,,en,0,,,"<a href=""https://extremedealsoftheday.com/"" rel=""nofollow"">WPTweetMachine81</a>","las vegas mayor, citing polio, wants to open casinos as a ""test case""  https://t.co/dsggtok5yk",https://twitter.com/ExtremeDeals81/status/1253111369618030593,ExtremeDeals81,Discover The Greatest Online Shopping Daily Deals!!!!!,1964,1724,"toronto, ontario",ExtremeDeals81,20090,False
28211,,Thu Apr 23 00:45:11 +0000 2020,,,https://twitter.com/QuickTake/status/1252634021596626944,2,1253122714400890881,,,,en,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",bro delete this you're encouraging those angry americans who need a haircut https://t.co/xqwcalzbwe,https://twitter.com/meranyaizer/status/1253122714400890881,meranyaizer,"タマネ神推し 🧡 MIGMA SHELTER大好き / i love AqbiRec, Sakurazaka46, and LOTS of other idols! /  @nanbitomo💍",888,840,26・she/her・toronto 🇨🇦,meranyaizer,174406,False
1146,,Thu Apr 23 00:00:26 +0000 2020,,https://twitter.com/RIT_artdesign/status/1253111450706591746/photo/1,https://bddy.me/3eIfILN,2,1253111450706591746,,,,en,0,,,"<a href=""http://www.salesforce.com"" rel=""nofollow"">Salesforce - Social Studio</a>","in his brooklynbased lighting equipment rental business and in supporting freelancers during the pandemic, its all about community for adam richlin 09 (film and animation) https://t.co/bkamlj1eo4 https://t.co/1dyvuvy0xb",https://twitter.com/RIT_artdesign/status/1253111450706591746,RIT_artdesign,"Rochester Institute of Technology’s College of Art and Design is the university’s creative hub where art, design and technology intersect.",3677,923,"Rochester, NY",RIT_artdesign,6314,False
1188,,Thu Apr 23 00:00:28 +0000 2020,,https://twitter.com/SambaManchester/status/1253111461037170689/photo/1,https://msamba.wordpress.com/2020/04/23/bats-get-blamed-for-the-coronavirus-but-bats-face-their-own-virus-risk-from-humans-los-angeles-times/,0,1253111461037170689,,,,en,0,,,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",bats get blamed for the coronavirus. but bats face their own virus risk  from humans | los angelestimes https://t.co/lruizatddc https://t.co/5mwqlporbm,https://twitter.com/SambaManchester/status/1253111461037170689,SambaManchester,Ritmista loves all things Carnival and Brazilian!,1034,2312,"Manchester, UK",SambaManchester,14626,False
1900,,Thu Apr 23 00:00:46 +0000 2020,,,https://youtu.be/dt2H1BlcdGg,0,1253111536765329410,,,,en,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",watch: jane goodall says coronavirus emerged from our disregard for nature https://t.co/kh1kvx6bsa via @youtube,https://twitter.com/berensto/status/1253111536765329410,berensto,Graduate of State University of N.Y. at Brockport  With a Bachelors of Science in Anthropology. Retired from U.S. Postal Service Married,369,443,Rochester.N.Y. metro,berensto,9549,False
2276,,Thu Apr 23 00:00:55 +0000 2020,,,https://bit.ly/2x0XcgB,0,1253111575046750208,,,,en,0,,,"<a href=""http://feeds.w-m-c.co.uk"" rel=""nofollow"">Webman RSSTweet</a>",covid19 and the corporate clich: why we need to stop talking about the https://t.co/s4k3w4e0ce,https://twitter.com/FanpagesFB/status/1253111575046750208,FanpagesFB,#socialnetworkmarketing #webdesign #fanpages #webmanagement #webmanagentconsultants #emailmarketing #facebookapps #twittterapps #glynlewiswebman,2242,2111,"Manchester, UK",FanpagesFB,144689,False
3948,,Thu Apr 23 00:01:37 +0000 2020,,,,0,1253111750628605952,Eugene_Scott,1.2520031635504742e+18,315331161.0,en,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@eugene_scott i really dislike racism.i however, slightly agree with you.locally,  last week here in rochester ny. there was a gang shooting.a young man was shot.a huge celebration took place. vendors and all, on site, no social distancing. police observed and did not react whatsoever",https://twitter.com/JamesNo31331108/status/1253111750628605952,JamesNo31331108,"Construction all my life. Lover of family,friends(Pups)and strangers. Peace.✌",106,366,"Rochester, North East",JamesNo31331108,3185,False
7099,,Thu Apr 23 00:02:51 +0000 2020,,,,0,1253112062219292679,,,,en,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","i'm not asking for coronavirus to be here forever, just the great specials at perinton pizza. large pizza and a dozen wings for $15?!?! hell yes",https://twitter.com/Dack48/status/1253112062219292679,Dack48,"Thirty something and living it up in the ROC. CCVP and CCNP certified, and certified in awesome too. Love to travel, love to eat, love to be. Tweets are my own.",168,328,"Rochester, NY",Dack48,15308,False
7569,,Thu Apr 23 00:03:04 +0000 2020,,,,0,1253112116137136128,MimZWay,1.253108370229338e+18,979144038.0,en,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@mimzway ill blame him. there are multiple crises going on right now. this isnt just about the budget shortfall. schools are in major limbo re: covid19. this is not the time to bail.,https://twitter.com/fictionfree/status/1253112116137136128,fictionfree,"Stay at home Dad, BLACK LIVES MATTER, transgender people are my people, the only solution I can see to our gun problems is to ban all guns, he/him.",461,761,"Rochester, NY",fictionfree,56703,False
8487,,Thu Apr 23 00:20:25 +0000 2020,,,,0,1253116482013343744,,,,en,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",covid,https://twitter.com/papimorte/status/1253116482013343744,papimorte,,331,222,"Manchester, England",papimorte,12030,False
9915,,Thu Apr 23 00:21:00 +0000 2020,,,,0,1253116629338206209,StopTrump2020,1.253112600218534e+18,7.970805598393098e+17,en,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@stoptrump2020 even morons protesting social distancing are smart enough to know if they are socially distant, that defeats the purpose.",https://twitter.com/TwitTangerine/status/1253116629338206209,TwitTangerine,I'm in the conversation to add my politically incorrect voice to the politically incorrect dialogue. The Tangerine Twit in the WH deserves to be trolled #Resist,356,395,"Rochester, NY",TwitTangerine,9732,False
12739,,Thu Apr 23 00:22:10 +0000 2020,COVID19,https://twitter.com/AmazingDouglass/status/1253116921794396163/photo/1,,0,1253116921794396163,KellyO,1.2531076090009805e+18,224320485.0,en,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@kellyo well, lets see what happens thursday and friday... #covid19 https://t.co/vbabnku2cj",https://twitter.com/AmazingDouglass/status/1253116921794396163,AmazingDouglass,"“For it is not light that is needed, but fire…the hypocrisy of the nation must be exposed; and its crimes against God and man must be denounced.” #RESISTANCE 🌊",12331,13587,"East Rochester, NY",AmazingDouglass,90464,False
15387,,Thu Apr 23 00:23:13 +0000 2020,,,https://twitter.com/ConservaMomUSA/status/1253110167408906240,0,1253117186476032001,AOC,,138203134.0,en,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@aoc we are not listening to you and your communist ways. https://t.co/ak1tnvcxr2,https://twitter.com/billritchotte/status/1253117186476032001,billritchotte,"""DM me for opportunities"" Creator: https://t.co/FutumBrXGW , https://t.co/BWG3pR3GjB Writer: https://t.co/30MUW3etqY  Give @FitNH @NHFB #ifb God is great in Jesus name. Don't assume",9377,9550,"Manchester, NH",billritchotte,33207,False
21486,,Thu Apr 23 00:42:26 +0000 2020,QuarantineReads COVID19 death,,https://twitter.com/kamifletcher36/status/1252970972996603904,1,1253122023179640839,,,,en,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",buyinggggg #quarantinereads #covid19 #death https://t.co/l0cw6tp92a,https://twitter.com/Kinney_Lore/status/1253122023179640839,Kinney_Lore,"M.A.I.S. in Folklore, GMU | Library Professional | Folklorist | Death Studies Scholar | Content Creator for @Folkwise1 | Opinions My Own | #Deathlorist",523,781,"Winchester, Virginia",Kinney_Lore,2846,False
21990,,Thu Apr 23 00:42:39 +0000 2020,,,,0,1253122078145941505,,,,en,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","in thursday's sentinel, a look at how industry in fulton county is dealing with changes from covid19 restrictions.",https://twitter.com/rochnews/status/1253122078145941505,rochnews,The Voice of Fulton County's People Since 1858,468,85,"Rochester, IN",rochnews,5006,False
23033,,Thu Apr 23 00:43:02 +0000 2020,,,https://twitter.com/brianbierley/status/1252925226586906625,14,1253122174279471111,,,,en,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",incredibly proud of the response of this pandemic by @oaklandu. ou has many amazing people on our campus who do great things. @brianbierley is one of them. he works hard to ensure ous story is told and that our experts become sources for those in need. great article! https://t.co/nzcqqsxjrs,https://twitter.com/anthony_ougrizz/status/1253122174279471111,anthony_ougrizz,Proud 2x Oakland University alumnus & a Director of Philanthropy at OU. Golden Grizzly fan & the flag guy. #ThisIsOU #GrizzNation Go Grizz!,334,421,"Rochester Hills, MI",anthony_ougrizz,1935,False
23620,,Thu Apr 23 00:43:18 +0000 2020,,,,2,1253122241195360256,,,,en,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",truly iconique that dinnerladies is on netflix for lockdown x an underrated 90s tv gem,https://twitter.com/T33JGT/status/1253122241195360256,T33JGT,bingo you shit heads,272,282,"Manchester, England",T33JGT,2431,False
23650,,Thu Apr 23 00:43:18 +0000 2020,,,https://vtdigger.org/2020/04/22/arts-organizations-close-their-doors-cancel-events-amid-pandemic/,0,1253122241417695236,,,,en,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","arts organizations close their doors, cancel events amid pandemic https://t.co/rs0mut4oes via @vtdigger",https://twitter.com/JeffreyBartley/status/1253122241417695236,JeffreyBartley,"Marketing Manager at @cv_expo and @cvfair, #MBA from @ChamplainEDU, Chair of the Colchester Selectboard. Former ED of @vtgop. Avid @yankees and @mlb fan.",696,427,"colchester, vt",JeffreyBartley,15680,False
25307,,Thu Apr 23 00:44:00 +0000 2020,,,,1,1253122417221918721,,,,en,0,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",my son has gotten me watching @degrassi &amp; now i should be good for at least another month of lockdown.,https://twitter.com/nykaren24/status/1253122417221918721,nykaren24,"“Hope, and keep busy” - Louisa May Alcott                                                            she/her",211,701,"Rochester, New York",nykaren24,5160,False
26075,,Thu Apr 23 00:44:17 +0000 2020,,,https://twitter.com/LukeBryanOnline/status/1252975451506696194,1,1253122488768368640,,,,en,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",its tough but house 6! https://t.co/conqhm9tb4,https://twitter.com/drgrun/status/1253122488768368640,drgrun,I'm a general dentist in the metro Detroit area. Graduate of Michigan State and the University of Detroit Mercy. National synchronized figure skating champion.,168,447,"Rochester, MI",drgrun,1736,False
27606,,Thu Apr 23 00:44:55 +0000 2020,,,http://a.msn.com/01/en-us/BB133J6i?ocid=st2,0,1253122648210575360,,,,en,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",cdc director tries to walk back 'second wave' remarks https://t.co/eia5xzaiij,https://twitter.com/JonUPS_/status/1253122648210575360,JonUPS_,"“I don’t mind being called a propagandist, so long as that propaganda is based on the truth.” - Edward R. Murrow, speaking to a reporter for the  Miami Herald.",2597,4955,"Westchester County, NY",JonUPS_,422260,False
29947,,Thu Apr 23 00:45:52 +0000 2020,,,,1,1253122887365558280,mcfw,1.253115769849815e+18,56463517.0,en,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@mcfw he must be released for fear of covid 19,https://twitter.com/squared_mike/status/1253122887365558280,squared_mike,,41,305,Rochester N.Y,squared_mike,1131,False
33502,,Thu Apr 23 00:47:18 +0000 2020,JACIIPCOVID COVID19,,,0,1253123247769518080,AllergyKidsDoc,1.2531223940651581e+18,1371044154.0,en,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@allergykidsdoc @jaciinpractice #jaciipcovid true. one aspect is coming up from of negativity to neutral and another is elevation from neutral to positive #covid19,https://twitter.com/R0hit_Divekar/status/1253123247769518080,R0hit_Divekar,Physician. Research chair & Director of Allergy-immunology Clinical lab @Mayoclinic Asst. Prof. Tweets my own and not medical advice. follows ≠ endorsement.,231,76,"Rochester, MN",R0hit_Divekar,513,False
34436,,Thu Apr 23 00:47:42 +0000 2020,KAG,,https://twitter.com/ConservaMomUSA/status/1253110167408906240,1,1253123348705546241,,,,en,0,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",ok. here we go again! @aoc now she thinks we should not try and go back to our normal work schedule for ever! what the hell is wrong with her! most people lead very productive lives and want to go back for a thousand reasons. what a delusional chic #kag https://t.co/sdvo4g4aib,https://twitter.com/yankeemade/status/1253123348705546241,yankeemade,Author: My Father's Straw Hat Tate Publishing 2009 https://t.co/l1BEKXlOaY,266,759,"Rochester Hills, Mi.",yankeemade,2321,False
26549,,Thu Apr 23 00:44:29 +0000 2020,ahstrojanfam,,https://twitter.com/AndoverXCTRACK/status/1252999187433697284,4,1253122538768601093,,,,en,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",help raise money for a great cause and run a mile wherever you can!!! #ahstrojanfam https://t.co/slwylwktdy,https://twitter.com/AHSPrincipal385/status/1253122538768601093,AHSPrincipal385,"Principal, Andover High School. Love to think outside the box. Passionate about leadership, building relationships, teaching and learning!",2914,3488,"Andover, KS",AHSPrincipal385,20778,False
